0	0	-5.39418e-06	-6.73357e-07	5.43604e-06	0.999976
1	0	-6.2308e-06	-7.03156e-07	6.27035e-06	0.999979
2	0	-6.99021e-06	-7.31192e-07	7.02834e-06	0.999981
3	0	-7.6503e-06	-7.57282e-07	7.68768e-06	0.999984
4	0	-8.24759e-06	-7.81698e-07	8.28455e-06	0.999987
5	0	-8.76145e-06	-8.03099e-07	8.79818e-06	0.99999
6	0	-9.22682e-06	-8.20397e-07	9.26322e-06	0.999993
7	0	-9.62778e-06	-8.33878e-07	9.66383e-06	0.999996
8	0	-1.00069e-05	-8.4259e-07	1.00423e-05	0.999999
9	0	-1.03498e-05	-8.44478e-07	1.03842e-05	1
10	0	-1.0703e-05	-8.38409e-07	1.07357e-05	1.00001
11	0	-1.1065e-05	-8.23628e-07	1.10956e-05	1.00001
12	0	-1.1497e-05	-7.9761e-07	1.15247e-05	1.00001
13	0	-1.20082e-05	-7.55609e-07	1.2032e-05	1.00001
14	0	-1.26733e-05	-6.9169e-07	1.26922e-05	1.00002
15	0	-1.35405e-05	-5.9953e-07	1.35537e-05	1.00002
16	0	-1.47406e-05	-4.68866e-07	1.47481e-05	1.00002
17	0	-1.63921e-05	-2.76933e-07	1.63944e-05	1.00003
18	0	-1.87401e-05	1.3583e-08	1.87401e-05	1.00004
19	0	-2.21005e-05	4.54668e-07	2.21052e-05	1.00004
20	0	-2.70614e-05	1.14652e-06	2.70856e-05	1.00006
21	0	-3.45668e-05	2.30366e-06	3.46435e-05	1.00009
22	0	-4.62573e-05	4.23423e-06	4.64507e-05	1.00015
23	0	-6.38072e-05	6.62209e-06	6.41499e-05	1.00028
24	0	-8.47721e-05	6.45532e-06	8.50175e-05	1.00056
25	0	-9.67162e-05	2.22886e-07	9.67164e-05	1.00101
26	0	-8.86291e-05	-6.35213e-06	8.88564e-05	1.00147
27	0	-6.98687e-05	-7.258e-06	7.02447e-05	1.00177
28	0	-5.24862e-05	-5.50769e-06	5.27743e-05	1.00194
29	0	-3.95794e-05	-3.92418e-06	3.97735e-05	1.00202
30	0	-3.01424e-05	-2.93124e-06	3.02846e-05	1.00207
31	0	-2.29055e-05	-2.31186e-06	2.30219e-05	1.0021
32	0	-1.71271e-05	-1.89646e-06	1.72318e-05	1.00212
33	0	-1.2366e-05	-1.60115e-06	1.24692e-05	1.00213
34	0	-8.35505e-06	-1.38395e-06	8.4689e-06	1.00214
35	0	-4.88932e-06	-1.2198e-06	5.03918e-06	1.00215
36	0	-1.85286e-06	-1.09292e-06	2.15118e-06	1.00215
37	0	8.6362e-07	-9.9171e-07	1.31504e-06	1.00215
38	0	3.30393e-06	-9.10173e-07	3.427e-06	1.00215
39	0	5.54324e-06	-8.43679e-07	5.60707e-06	1.00214
40	0	7.59877e-06	-7.89095e-07	7.63963e-06	1.00214
41	0	9.52172e-06	-7.43918e-07	9.55074e-06	1.00213
42	0	1.13115e-05	-7.05986e-07	1.13336e-05	1.00212
43	0	1.30125e-05	-6.73679e-07	1.303e-05	1.00212
44	0	1.46207e-05	-6.46341e-07	1.4635e-05	1.00211
45	0	1.61731e-05	-6.23609e-07	1.61851e-05	1.0021
46	0	1.76581e-05	-6.0445e-07	1.76685e-05	1.00209
47	0	1.91094e-05	-5.88898e-07	1.91185e-05	1.00208
48	0	2.05155e-05	-5.76834e-07	2.05236e-05	1.00207
49	0	2.1907e-05	-5.67686e-07	2.19143e-05	1.00206
50	0	2.32728e-05	-5.61529e-07	2.32796e-05	1.00204
51	0	2.46426e-05	-5.58885e-07	2.46489e-05	1.00203
52	0	2.60057e-05	-5.58791e-07	2.60117e-05	1.00202
53	0	2.73932e-05	-5.61758e-07	2.73989e-05	1.002
54	0	2.87979e-05	-5.69384e-07	2.88036e-05	1.00199
55	0	3.02502e-05	-5.82887e-07	3.02558e-05	1.00197
56	0	3.17482e-05	-6.01861e-07	3.17539e-05	1.00195
57	0	3.33289e-05	-6.26863e-07	3.33348e-05	1.00194
58	0	3.49961e-05	-6.59965e-07	3.50023e-05	1.00192
59	0	3.67936e-05	-7.02833e-07	3.68003e-05	1.0019
60	0	3.87378e-05	-7.57347e-07	3.87452e-05	1.00187
61	0	4.08894e-05	-8.27969e-07	4.08978e-05	1.00185
62	0	4.32838e-05	-9.20131e-07	4.32936e-05	1.00182
63	0	4.60069e-05	-1.0399e-06	4.60187e-05	1.0018
64	0	4.91376e-05	-1.19615e-06	4.91521e-05	1.00177
