0	2.47681e-05
0.67	0.458196
1.34	1.0538
2.01	1.6364
2.68	2.14796
3.35	2.61016
4.02	3.09331
4.69	3.65292
5.36	4.33052
6.03	5.15224
6.7	6.12001
7.37	7.21071
8.04	8.37656
8.71	9.55485
9.38	10.6792
10.05	11.6835
10.72	12.5275
11.39	13.216
12.06	13.8157
12.73	14.4186
13.4	15.0911
14.07	15.8779
14.74	16.799
15.41	17.8477
16.08	18.9913
16.75	20.1772
17.42	21.342
18.09	22.4198
18.76	23.357
19.43	24.1316
20.1	24.7706
20.77	25.3588
21.44	25.9851
22.11	26.7067
22.78	27.5549
23.45	28.535
24.12	29.6264
24.79	30.7869
25.46	31.958
26.13	33.0795
26.8	34.0859
27.47	34.9399
28.14	35.6454
28.81	36.2573
29.48	36.8595
30.15	37.529
30.82	38.3109
31.49	39.2242
32.16	40.2616
32.83	41.3908
33.5	42.5597
34.17	43.7073
34.84	44.7633
35.51	45.6724
36.18	46.4275
36.85	47.0924
37.52	47.7284
38.19	48.3843
38.86	49.1249
39.53	49.9866
40.2	50.9779
40.87	52.0802
41.54	53.2524
42.21	54.4339
42.88	55.5529
43.55	56.5408
44.22	57.3612
44.89	58.0432
45.56	58.6759
46.23	59.3176
46.9	60.0196
47.57	60.8298
48.24	61.7713
48.91	62.8398
49.58	64.0039
50.25	65.2069
50.92	66.3753
51.59	67.438
52.26	68.3414
52.93	69.0746
53.6	69.7041
54.27	70.3217
54.94	70.9794
55.61	71.7275
56.28	72.601
